,season,holiday,workingday,weathersit,temp,atemp,hum,windspeed,hr,mnth,yr,prediction
7603,4,0,1,1,0.26,0.2424,0.41,0.2836,10,11,0,140.0
4751,3,0,1,1,0.82,0.8939,0.75,0.2239,21,7,0,254.0
898,1,0,1,3,0.16,0.1667,0.8,0.1642,22,2,0,37.0
7077,4,0,1,3,0.5,0.4848,0.88,0.1343,12,10,0,52.0
2417,2,1,0,1,0.54,0.5152,0.52,0.4478,15,4,0,163.0
14901,3,0,1,3,0.6,0.5152,0.94,0.194,2,9,1,10.0
2921,2,0,1,1,0.6,0.6212,0.38,0.3881,15,5,0,179.0
10325,1,0,0,1,0.22,0.2273,0.69,0.1343,8,3,1,70.0
9270,1,0,1,2,0.4,0.4091,1.0,0.2985,4,1,1,3.0
8798,1,0,0,1,0.28,0.303,0.75,0.0896,10,1,1,114.0
14770,3,0,1,1,0.72,0.6515,0.37,0.1343,15,9,1,352.0
16492,4,0,0,1,0.24,0.2273,0.44,0.2537,22,11,1,162.0
9434,1,0,1,1,0.32,0.2879,0.53,0.3881,0,2,1,23.0
6485,4,0,0,2,0.38,0.3939,0.76,0.1642,19,10,0,126.0
10608,2,0,1,1,0.52,0.5,0.88,0.1045,3,3,1,4.0
2459,2,0,0,1,0.4,0.4091,0.43,0.2836,9,4,0,91.0
8593,1,0,1,1,0.28,0.2879,0.65,0.1045,20,12,0,91.0
429,1,0,1,1,0.3,0.303,0.52,0.1642,22,1,0,53.0
2966,2,0,0,1,0.6,0.6212,0.46,0.0896,12,5,0,390.0
4525,3,0,1,1,0.82,0.7727,0.52,0.1642,11,7,0,142.0
15845,4,0,0,1,0.54,0.5152,0.73,0.2836,10,10,1,333.0
6627,4,0,0,1,0.62,0.6212,0.5,0.1343,17,10,0,380.0
6050,3,0,1,1,0.76,0.697,0.52,0.2836,16,9,0,271.0
11315,2,0,0,1,0.7,0.6364,0.42,0.3284,16,4,1,616.0
10358,1,0,1,2,0.62,0.6212,0.38,0.4179,17,3,1,643.0
5786,3,0,0,1,0.7,0.6515,0.65,0.2239,13,9,0,257.0
6725,4,0,1,3,0.54,0.5152,0.94,0.1343,19,10,0,270.0
7040,4,0,1,1,0.44,0.4394,0.72,0.1343,23,10,0,66.0
13017,3,0,0,1,0.92,0.8333,0.33,0.2537,14,7,1,308.0
6724,4,0,1,3,0.54,0.5152,0.94,0.1343,18,10,0,140.0
14366,3,0,0,2,0.64,0.5758,0.89,0.1642,19,8,1,275.0
8977,1,0,0,1,0.16,0.1364,0.47,0.3582,22,1,1,78.0
7313,4,0,0,2,0.28,0.303,0.87,0.0896,8,11,0,55.0
10579,2,0,1,1,0.52,0.5,0.83,0.1642,22,3,1,220.0
10679,2,0,1,1,0.46,0.4545,0.88,0.2239,2,3,1,17.0
8603,1,0,1,1,0.24,0.2576,0.7,0.0896,6,12,0,56.0
4395,3,0,1,1,0.66,0.5909,0.89,0.194,1,7,0,7.0
2903,2,0,1,1,0.5,0.4848,0.36,0.194,21,5,0,206.0
5022,3,0,1,1,0.66,0.6212,0.74,0.1045,4,8,0,5.0
13335,3,0,0,1,0.72,0.7121,0.84,0.0896,20,7,1,294.0
5358,3,0,1,1,0.64,0.6061,0.69,0.2985,4,8,0,3.0
14487,3,0,1,1,0.8,0.7424,0.49,0.1343,20,8,1,389.0
12321,2,0,0,1,0.64,0.6212,0.38,0.2985,14,6,1,678.0
7702,4,0,1,3,0.42,0.4242,1.0,0.0896,13,11,0,35.0
7944,4,0,1,1,0.42,0.4242,0.41,0.0896,16,12,0,201.0
1656,1,0,1,2,0.38,0.3939,0.34,0.0,14,3,0,99.0
2628,2,0,0,1,0.6,0.5758,0.78,0.1642,10,4,0,305.0
14379,3,0,1,1,0.66,0.6061,0.83,0.0896,8,8,1,605.0
5572,3,0,1,1,0.68,0.6364,0.69,0.3881,2,8,0,26.0
4528,3,0,1,1,0.9,0.8485,0.42,0.2985,14,7,0,141.0
13560,3,0,1,1,0.66,0.6061,0.83,0.1045,5,7,1,47.0
4682,3,0,1,1,0.74,0.697,0.66,0.1045,0,7,0,47.0
1686,1,0,1,3,0.32,0.3333,0.81,0.1045,21,3,0,20.0
3881,2,0,1,1,0.76,0.6667,0.27,0.0,15,6,0,178.0
12319,2,0,0,1,0.62,0.6212,0.43,0.3582,12,6,1,463.0
4215,3,0,1,1,0.8,0.697,0.31,0.3284,13,6,0,201.0
12528,2,0,1,1,0.64,0.5909,0.78,0.1343,5,6,1,41.0
4785,3,0,0,1,0.8,0.7424,0.52,0.1045,7,7,0,68.0
3322,2,0,1,1,0.6,0.5455,0.88,0.194,8,5,0,453.0
1723,1,0,1,1,0.44,0.4394,0.54,0.2836,11,3,0,122.0
10580,2,0,1,1,0.54,0.5152,0.77,0.0,23,3,1,187.0
12536,2,0,1,2,0.8,0.7121,0.41,0.2985,13,6,1,416.0
9571,1,0,1,3,0.24,0.2576,0.87,0.1045,18,2,1,161.0
3465,2,0,0,2,0.62,0.5606,0.88,0.2537,7,5,0,27.0
10803,2,0,0,2,0.36,0.3485,0.87,0.1642,6,3,1,97.0
14534,3,0,0,2,0.7,0.6667,0.84,0.2239,19,9,1,275.0
14252,3,0,1,1,0.62,0.5909,0.78,0.0,1,8,1,7.0
11491,2,0,0,3,0.36,0.3485,0.81,0.1343,0,4,1,22.0
8093,4,0,1,1,0.28,0.303,0.61,0.0896,21,12,0,121.0
5460,3,0,0,1,0.72,0.6818,0.62,0.1045,10,8,0,317.0
8499,1,0,0,1,0.32,0.3333,0.49,0.0896,20,12,0,81.0
5719,3,0,1,1,0.7,0.6515,0.51,0.2239,18,8,0,576.0
376,1,1,0,2,0.18,0.197,0.43,0.1343,4,1,0,2.0
3460,2,0,0,1,0.62,0.5606,0.88,0.1045,2,5,0,87.0
9808,1,0,0,1,0.42,0.4242,0.41,0.2537,15,2,1,464.0
825,1,0,0,1,0.28,0.2879,0.61,0.1045,20,2,0,69.0
704,1,0,1,2,0.24,0.2879,0.75,0.0,17,2,0,205.0
4012,3,0,1,3,0.62,0.5758,0.83,0.1642,2,6,0,8.0
2655,2,0,1,1,0.7,0.6515,0.65,0.2239,13,4,0,159.0
8865,1,0,1,2,0.18,0.1818,0.93,0.194,6,1,1,74.0
16400,4,0,1,1,0.28,0.2879,0.87,0.1045,2,11,1,2.0
5613,3,0,1,1,0.72,0.697,0.79,0.1045,19,8,0,419.0
4553,3,0,1,3,0.64,0.5606,0.94,0.1343,15,7,0,139.0
11848,2,0,0,2,0.64,0.6212,0.53,0.194,21,5,1,230.0
15578,4,0,1,1,0.42,0.4242,0.67,0.0896,7,10,1,483.0
11061,2,0,1,1,0.34,0.3182,0.39,0.2836,1,4,1,9.0
208,1,0,0,1,0.12,0.1364,0.5,0.194,23,1,0,15.0
2337,2,0,1,2,0.54,0.5152,0.68,0.2239,7,4,0,265.0
16259,4,0,1,2,0.3,0.2879,0.61,0.2239,5,11,1,36.0
3066,2,0,1,2,0.64,0.6212,0.57,0.2537,16,5,0,330.0
14012,3,0,0,1,0.62,0.5909,0.78,0.1343,1,8,1,124.0
8686,1,1,0,1,0.26,0.2424,0.33,0.2537,18,1,1,181.0
3909,2,0,1,1,0.62,0.5758,0.83,0.2836,19,6,0,260.0
10709,2,0,1,1,0.22,0.2121,0.37,0.2985,8,3,1,588.0
6243,3,0,1,2,0.66,0.6061,0.78,0.0896,17,9,0,536.0
9724,1,0,1,1,0.28,0.3182,0.75,0.0,3,2,1,2.0
1934,2,0,0,1,0.24,0.2424,0.41,0.1343,9,3,0,66.0
16184,4,1,0,1,0.4,0.4091,0.76,0.1343,2,11,1,40.0
7655,4,0,0,1,0.52,0.5,0.63,0.2537,14,11,0,415.0
13346,3,0,0,1,0.7,0.6667,0.79,0.0896,7,7,1,39.0
6301,4,0,0,3,0.6,0.5152,0.94,0.0,3,9,0,45.0
13874,3,0,1,3,0.72,0.6818,0.7,0.194,7,8,1,303.0
12476,2,0,0,1,0.64,0.6212,0.53,0.0896,1,6,1,130.0
461,1,0,1,1,0.22,0.2121,0.55,0.2537,6,1,0,31.0
753,1,0,1,1,0.2,0.2576,0.4,0.0,19,2,0,101.0
9075,1,0,1,1,0.14,0.1515,0.5,0.1642,1,1,1,6.0
8953,1,0,1,1,0.2,0.1818,0.47,0.3284,22,1,1,78.0
8193,4,0,1,1,0.2,0.2576,0.8,0.0,1,12,0,11.0
6425,4,0,1,1,0.52,0.5,0.83,0.2239,7,9,0,342.0
6444,4,0,0,1,0.46,0.4545,0.63,0.4179,2,10,0,89.0
4129,3,0,0,2,0.66,0.6212,0.5,0.2985,23,6,0,154.0
1049,1,0,1,1,0.34,0.303,0.34,0.2985,11,2,0,84.0
13640,3,0,1,1,0.84,0.7727,0.47,0.2836,13,7,1,260.0
9481,1,0,0,2,0.24,0.2424,0.87,0.1343,23,2,1,64.0
16698,4,0,1,1,0.58,0.5455,0.56,0.0896,13,12,1,268.0
16956,4,0,1,1,0.2,0.2121,0.72,0.1045,7,12,1,389.0
16113,4,0,1,1,0.32,0.2879,0.53,0.4179,3,11,1,14.0
8132,4,0,0,1,0.32,0.2879,0.45,0.4179,12,12,0,237.0
7592,4,0,1,1,0.26,0.2576,0.52,0.2239,23,11,0,50.0
13837,3,0,0,1,0.86,0.7879,0.41,0.3284,18,8,1,492.0
908,1,0,1,1,0.12,0.1061,0.42,0.3582,9,2,0,123.0
11973,2,0,0,1,0.5,0.4848,0.51,0.1045,2,5,1,98.0
13797,3,0,1,1,0.68,0.6364,0.79,0.2239,2,8,1,15.0
14935,3,0,1,1,0.6,0.6212,0.43,0.2537,12,9,1,289.0
4672,3,0,1,1,0.82,0.7879,0.56,0.3284,14,7,0,189.0
1841,2,0,1,1,0.44,0.4394,0.51,0.3284,11,3,0,121.0
16218,4,0,1,1,0.34,0.3182,0.61,0.2836,12,11,1,212.0
11490,2,0,0,2,0.38,0.3939,0.76,0.0896,23,4,1,122.0
4121,3,0,0,1,0.74,0.6667,0.45,0.0,15,6,0,403.0
13578,3,0,1,1,0.74,0.6818,0.58,0.3284,23,7,1,102.0
1201,1,0,1,1,0.12,0.1515,0.5,0.1343,2,2,0,1.0
111,1,0,1,1,0.22,0.2273,0.47,0.1642,20,1,0,119.0
15726,4,0,1,1,0.56,0.5303,0.37,0.1642,11,10,1,313.0
1701,1,0,1,2,0.4,0.4091,0.76,0.1343,13,3,0,88.0
12826,3,0,0,1,0.84,0.7273,0.3,0.3284,15,6,1,475.0
8233,4,0,1,2,0.36,0.3636,0.57,0.1045,17,12,0,390.0
10807,2,0,0,2,0.4,0.4091,0.76,0.1343,10,3,1,291.0
978,1,0,0,1,0.3,0.2727,0.45,0.3284,10,2,0,89.0
6501,4,0,1,2,0.4,0.4091,0.71,0.2239,11,10,0,117.0
17143,1,0,0,1,0.26,0.2121,0.44,0.5224,2,12,1,38.0
11984,2,0,0,1,0.7,0.6364,0.37,0.1343,13,5,1,603.0
8827,1,0,0,1,0.4,0.4091,0.37,0.2836,15,1,1,314.0
8057,4,0,1,3,0.44,0.4394,1.0,0.2537,9,12,0,86.0
15361,4,0,0,2,0.44,0.4394,0.54,0.194,6,10,1,31.0
10250,1,0,1,1,0.44,0.4394,0.72,0.2836,4,3,1,8.0
16476,4,0,0,1,0.24,0.2121,0.44,0.2836,6,11,1,11.0
14250,3,0,1,1,0.62,0.5758,0.83,0.0,23,8,1,256.0
1408,1,0,1,2,0.18,0.2121,0.43,0.0896,23,3,0,20.0
9761,1,0,1,3,0.34,0.3636,0.81,0.0,16,2,1,53.0
16485,4,0,0,1,0.3,0.2727,0.36,0.4627,15,11,1,228.0
9340,1,0,1,1,0.24,0.2121,0.48,0.3582,2,1,1,3.0
3386,2,0,1,1,0.64,0.6061,0.73,0.1343,0,5,0,27.0
12371,2,0,1,1,0.66,0.6212,0.39,0.4627,16,6,1,421.0
9926,1,0,1,1,0.54,0.5152,0.33,0.1343,15,2,1,192.0
9044,1,0,1,1,0.46,0.4545,0.63,0.4478,18,1,1,462.0
13717,3,0,1,1,0.76,0.7121,0.58,0.4179,18,7,1,877.0
11766,2,0,1,1,0.52,0.5,0.48,0.5224,11,5,1,220.0
1614,1,0,0,1,0.42,0.4242,0.54,0.1642,18,3,0,127.0
16210,4,0,1,2,0.36,0.3333,0.81,0.3881,4,11,1,12.0
9228,1,0,1,2,0.26,0.2273,0.7,0.3284,10,1,1,103.0
9039,1,0,1,2,0.38,0.3939,0.76,0.3284,13,1,1,228.0
8990,1,0,0,1,0.16,0.1515,0.47,0.2239,11,1,1,219.0
15503,4,0,0,1,0.3,0.303,0.65,0.1642,4,10,1,21.0
12259,2,0,1,1,0.64,0.6061,0.69,0.1343,0,5,1,47.0
2366,2,0,1,3,0.42,0.4242,0.82,0.2537,12,4,0,61.0
7717,4,0,1,3,0.52,0.5,0.88,0.3582,4,11,0,4.0
3996,2,0,1,2,0.6,0.5758,0.78,0.2537,10,6,0,121.0
13102,3,0,1,1,0.72,0.6667,0.54,0.194,3,7,1,8.0
3679,2,0,1,1,0.58,0.5455,0.88,0.1642,5,6,0,21.0
11857,2,0,1,3,0.52,0.5,0.94,0.2985,6,5,1,24.0
14368,3,0,0,1,0.64,0.5758,0.83,0.1343,21,8,1,163.0
13562,3,0,1,1,0.7,0.6667,0.74,0.1642,7,7,1,410.0
13445,3,0,1,1,0.76,0.7121,0.58,0.194,10,7,1,250.0
4106,3,0,0,1,0.68,0.6364,0.47,0.1642,0,6,0,119.0
11401,2,0,1,1,0.34,0.3636,0.66,0.0,6,4,1,100.0
5118,3,0,0,2,0.66,0.6061,0.83,0.1642,4,8,0,4.0
216,1,0,1,1,0.12,0.1212,0.5,0.2239,7,1,0,64.0
8670,1,1,0,1,0.36,0.3333,0.43,0.4179,1,1,1,62.0
9757,1,0,1,3,0.32,0.3333,0.76,0.0896,12,2,1,71.0
6311,4,0,0,2,0.68,0.6364,0.74,0.0,13,9,0,390.0
12422,2,0,1,1,0.56,0.5303,0.73,0.2985,19,6,1,513.0
13468,3,0,1,2,0.7,0.6667,0.79,0.1343,9,7,1,344.0
17055,4,0,1,1,0.44,0.4394,0.77,0.0896,10,12,1,178.0
13804,3,0,1,2,0.74,0.697,0.66,0.1045,9,8,1,343.0
3804,2,0,0,1,0.76,0.7121,0.58,0.0896,10,6,0,268.0
17215,1,1,0,2,0.24,0.2576,0.87,0.0896,4,12,1,1.0
16161,4,0,0,1,0.34,0.3636,0.81,0.0,3,11,1,20.0
17315,1,0,0,2,0.26,0.2424,0.81,0.0,8,12,1,11.0
6848,4,0,1,1,0.5,0.4848,0.77,0.0,22,10,0,137.0
12438,2,0,1,1,0.66,0.6212,0.47,0.2239,11,6,1,286.0
14445,3,0,1,1,0.62,0.5909,0.73,0.0,2,8,1,17.0
8010,4,0,1,2,0.36,0.3636,0.87,0.0896,10,12,0,123.0
763,1,0,1,2,0.16,0.2273,0.55,0.0,6,2,0,34.0
8493,1,0,0,1,0.34,0.3182,0.61,0.2537,14,12,0,91.0
7861,4,0,1,1,0.5,0.4848,0.88,0.2836,5,11,0,28.0
12516,2,0,0,1,0.82,0.7424,0.41,0.2836,17,6,1,481.0
8247,4,0,1,1,0.32,0.3182,0.7,0.194,7,12,0,254.0
12042,2,0,1,1,0.62,0.5909,0.73,0.2836,23,5,1,166.0
15858,4,0,0,2,0.52,0.5,0.68,0.3881,23,10,1,105.0
11552,2,0,1,2,0.72,0.6667,0.51,0.2239,13,5,1,260.0
9455,1,0,1,1,0.34,0.3485,0.49,0.1045,21,2,1,188.0
9567,1,0,1,2,0.3,0.303,0.56,0.1642,14,2,1,146.0
2913,2,0,1,1,0.4,0.4091,0.82,0.0,7,5,0,297.0
3351,2,0,1,1,0.78,0.697,0.46,0.2537,13,5,0,196.0
2390,2,0,1,1,0.54,0.5152,0.42,0.1343,12,4,0,159.0
7563,4,0,1,3,0.46,0.4545,0.88,0.3881,18,11,0,111.0
10746,2,0,1,1,0.58,0.5455,0.6,0.2537,21,3,1,274.0
16722,4,0,1,2,0.54,0.5152,0.64,0.1642,13,12,1,270.0
12362,2,0,1,1,0.56,0.5303,0.6,0.2239,7,6,1,506.0
1621,1,0,0,1,0.36,0.3485,0.66,0.1343,1,3,0,43.0
1202,1,0,1,1,0.12,0.1364,0.5,0.1642,3,2,0,1.0
10491,1,0,0,2,0.4,0.4091,0.94,0.1045,6,3,1,7.0
10427,1,0,1,2,0.72,0.6515,0.3,0.1045,14,3,1,264.0
13383,3,0,1,1,0.8,0.7727,0.59,0.1343,20,7,1,354.0
2477,2,0,1,1,0.42,0.4242,0.62,0.1045,3,4,0,5.0
15249,4,0,1,3,0.6,0.5455,0.88,0.1343,14,10,1,209.0
14704,3,0,0,1,0.6,0.6212,0.46,0.2239,21,9,1,171.0
9282,1,0,1,1,0.44,0.4394,0.51,0.5522,16,1,1,231.0
8251,4,0,1,2,0.4,0.4091,0.62,0.4179,11,12,0,129.0
14205,3,0,1,1,0.6,0.5606,0.83,0.1642,2,8,1,16.0
11923,2,0,1,1,0.6,0.5758,0.78,0.1343,0,5,1,47.0
5792,3,0,0,1,0.7,0.6667,0.74,0.1343,19,9,0,315.0
10159,1,0,0,1,0.3,0.2727,0.49,0.4478,9,3,1,90.0
3297,2,0,0,1,0.54,0.5152,0.88,0.1045,7,5,0,37.0
1126,1,0,0,1,0.44,0.4394,0.16,0.6418,16,2,0,171.0
11305,2,0,0,1,0.5,0.4848,0.82,0.2239,6,4,1,18.0
17056,4,0,1,1,0.48,0.4697,0.63,0.2239,11,12,1,233.0
10809,2,0,0,1,0.48,0.4697,0.67,0.0,12,3,1,606.0
11650,2,0,0,3,0.66,0.6212,0.74,0.194,15,5,1,355.0
8710,1,0,1,1,0.14,0.0909,0.26,0.5224,18,1,1,245.0
1669,1,0,1,1,0.24,0.2576,0.75,0.0896,4,3,0,2.0
4847,3,0,1,1,0.7,0.6667,0.84,0.0,21,7,0,136.0
9553,1,0,1,1,0.3,0.2879,0.56,0.2239,0,2,1,24.0
1295,1,0,0,1,0.26,0.2879,0.87,0.0896,3,2,0,18.0
16006,4,0,0,1,0.4,0.4091,0.4,0.2239,15,11,1,509.0
3898,2,0,1,2,0.6,0.5909,0.69,0.1343,8,6,0,498.0
13776,3,0,1,1,0.66,0.5909,0.89,0.1343,5,8,1,39.0
13264,3,0,1,1,0.72,0.6667,0.58,0.2239,21,7,1,378.0
7021,4,0,1,1,0.38,0.3939,0.87,0.1343,4,10,0,5.0
3312,2,0,0,1,0.6,0.5606,0.83,0.1343,22,5,0,128.0
479,1,0,0,1,0.04,0.0303,0.45,0.2537,0,1,0,17.0
1596,1,0,0,1,0.26,0.2727,0.6,0.1343,0,3,0,31.0
13534,3,0,1,2,0.66,0.5909,0.94,0.0896,3,7,1,4.0
12862,3,0,1,1,0.68,0.6364,0.69,0.2537,3,6,1,8.0
11288,2,0,1,1,0.62,0.6212,0.43,0.194,13,4,1,280.0
16720,4,0,1,1,0.48,0.4697,0.77,0.194,11,12,1,233.0
2487,2,0,1,2,0.56,0.5303,0.49,0.1642,13,4,0,184.0
14003,3,0,0,1,0.8,0.7273,0.46,0.2985,16,8,1,421.0
10924,2,0,1,1,0.36,0.3485,0.46,0.2239,8,4,1,563.0
15542,4,0,0,1,0.56,0.5303,0.64,0.2239,19,10,1,353.0
5385,3,0,1,1,0.66,0.6212,0.65,0.0896,7,8,0,307.0
17227,1,1,0,2,0.36,0.3333,0.5,0.2537,16,12,1,126.0
647,1,0,0,1,0.14,0.2121,0.86,0.0,7,1,0,10.0
8091,4,0,1,1,0.26,0.2727,0.56,0.1045,19,12,0,313.0
3613,2,0,0,1,0.66,0.6212,0.36,0.1343,11,6,0,331.0
16629,4,0,1,1,0.4,0.4091,0.43,0.1343,16,11,1,334.0
11640,2,0,0,1,0.56,0.5303,0.88,0.0896,5,5,1,12.0
1457,1,0,0,2,0.42,0.4242,0.77,0.3582,0,3,0,39.0
5082,3,0,1,1,0.76,0.7121,0.62,0.3284,16,8,0,275.0
13241,3,0,1,2,0.64,0.5758,0.83,0.1343,22,7,1,243.0
10609,2,0,1,2,0.5,0.4848,0.94,0.1045,4,3,1,4.0
17336,1,0,0,2,0.26,0.2273,0.48,0.2985,5,12,1,2.0
15558,4,0,1,2,0.6,0.5909,0.73,0.3881,11,10,1,290.0
883,1,0,1,1,0.06,0.1061,0.49,0.1045,7,2,0,96.0
543,1,0,1,1,0.14,0.1515,0.54,0.1642,19,1,0,99.0
7038,4,0,1,1,0.44,0.4394,0.72,0.1343,21,10,0,182.0
606,1,0,1,3,0.18,0.2121,0.93,0.1045,12,1,0,31.0
16993,4,0,0,2,0.36,0.3485,0.57,0.194,20,12,1,129.0
11398,2,0,1,1,0.32,0.3333,0.7,0.0896,3,4,1,2.0
8660,1,0,0,1,0.46,0.4545,0.51,0.2985,15,1,1,267.0
12739,2,0,1,1,0.7,0.6667,0.79,0.194,0,6,1,45.0
8773,1,0,1,1,0.24,0.2424,0.7,0.1642,9,1,1,195.0
14095,3,0,1,1,0.74,0.6818,0.55,0.2239,12,8,1,288.0
11900,2,0,1,2,0.58,0.5455,0.88,0.1343,1,5,1,27.0
11535,2,0,1,2,0.52,0.5,0.59,0.194,20,4,1,330.0
741,1,0,1,1,0.14,0.1212,0.5,0.3284,7,2,0,99.0
17342,1,0,0,1,0.26,0.2273,0.41,0.4179,11,12,1,144.0
1977,2,0,1,1,0.18,0.1667,0.34,0.2836,6,3,0,35.0
12617,2,0,1,2,0.64,0.6061,0.65,0.2239,22,6,1,238.0
9194,1,0,1,2,0.3,0.2879,1.0,0.2836,0,1,1,23.0
2144,2,0,1,1,0.4,0.4091,0.62,0.2537,5,4,0,16.0
9506,1,0,1,1,0.24,0.2424,0.65,0.1343,0,2,1,12.0
14741,3,0,1,1,0.62,0.6212,0.38,0.0,10,9,1,231.0
4429,3,0,1,2,0.74,0.7121,0.74,0.2537,11,7,0,149.0
12269,2,0,1,1,0.7,0.6364,0.39,0.3881,10,5,1,147.0
8477,1,0,0,1,0.26,0.2576,0.56,0.1642,21,12,0,49.0
2286,2,0,0,2,0.38,0.3939,0.87,0.1343,3,4,0,23.0
714,1,0,1,3,0.22,0.2273,0.93,0.1343,3,2,0,2.0
14358,3,0,0,1,0.74,0.697,0.66,0.3582,11,8,1,581.0
13903,3,0,1,2,0.8,0.7576,0.55,0.1343,12,8,1,280.0
3914,2,0,1,1,0.56,0.5303,0.88,0.0896,0,6,0,29.0
6119,3,0,0,2,0.52,0.5,0.68,0.194,13,9,0,297.0
3404,2,0,1,1,0.8,0.7273,0.46,0.3284,18,5,0,494.0
510,1,0,0,1,0.1,0.0758,0.54,0.3582,9,1,0,19.0
6504,4,0,1,3,0.4,0.4091,0.76,0.0,14,10,0,121.0
10115,1,0,1,1,0.42,0.4242,0.44,0.2239,13,3,1,205.0
6186,3,0,1,3,0.54,0.5152,0.94,0.2537,8,9,0,364.0
16890,4,0,1,2,0.38,0.3939,0.5,0.2239,13,12,1,270.0
7681,4,0,1,3,0.44,0.4394,0.94,0.2239,16,11,0,131.0
839,1,0,1,1,0.24,0.2576,0.75,0.1045,10,2,0,47.0
15688,4,0,0,1,0.46,0.4545,0.47,0.2239,21,10,1,166.0
9923,1,0,1,1,0.5,0.4848,0.42,0.2537,12,2,1,192.0
9412,1,0,1,2,0.42,0.4242,0.67,0.1343,2,2,1,6.0
16905,4,0,1,1,0.26,0.303,0.6,0.0,4,12,1,10.0
12246,2,0,1,2,0.66,0.6212,0.65,0.194,11,5,1,224.0
12597,2,0,1,2,0.62,0.6212,0.53,0.2537,2,6,1,13.0
1142,1,0,0,1,0.22,0.2121,0.47,0.2836,9,2,0,23.0
3463,2,0,0,1,0.6,0.5152,0.94,0.1642,5,5,0,6.0
10247,1,0,1,1,0.46,0.4545,0.63,0.3284,1,3,1,18.0
3728,2,0,1,2,0.72,0.7121,0.84,0.0896,6,6,0,128.0
14835,3,0,0,1,0.56,0.5303,0.49,0.4179,8,9,1,178.0
1801,1,0,0,1,0.38,0.3939,0.4,0.3582,18,3,0,147.0
4756,3,0,1,1,0.78,0.803,0.79,0.1343,2,7,0,9.0
11925,2,0,1,1,0.6,0.5758,0.78,0.1642,2,5,1,11.0
5734,3,0,1,1,0.64,0.6061,0.69,0.1045,9,9,0,214.0
530,1,0,1,1,0.02,0.0758,0.48,0.0896,6,1,0,33.0
1540,1,0,1,2,0.32,0.2879,0.76,0.3582,13,3,0,71.0
6151,3,0,0,2,0.54,0.5152,0.68,0.0896,21,9,0,159.0
13306,3,0,1,2,0.8,0.7121,0.36,0.1045,15,7,1,333.0
1919,2,0,1,1,0.3,0.2879,0.39,0.2537,18,3,0,233.0
2753,2,0,1,2,0.56,0.5303,0.4,0.2985,15,4,0,145.0
16724,4,0,1,2,0.6,0.6212,0.49,0.2537,15,12,1,260.0
11409,2,0,1,1,0.56,0.5303,0.22,0.3582,14,4,1,224.0
15713,4,0,0,1,0.42,0.4242,0.54,0.0,22,10,1,91.0
7949,4,0,1,1,0.34,0.3333,0.49,0.194,21,12,0,139.0
7621,4,0,0,1,0.26,0.2273,0.48,0.3284,4,11,0,2.0
7791,4,0,0,2,0.3,0.3182,0.75,0.0896,6,11,0,11.0
7372,4,0,1,1,0.46,0.4545,0.59,0.0,19,11,0,313.0
9872,1,0,1,1,0.2,0.2273,0.75,0.1045,9,2,1,277.0
2412,2,1,0,1,0.5,0.4848,0.55,0.194,10,4,0,260.0
15920,4,0,1,1,0.3,0.3182,0.75,0.1045,1,11,1,10.0
11342,2,0,0,3,0.36,0.3182,0.87,0.5224,19,4,1,154.0
4122,3,0,0,1,0.76,0.6818,0.43,0.2985,16,6,0,425.0
6061,3,0,1,1,0.62,0.5909,0.73,0.0896,3,9,0,14.0
11668,2,0,0,2,0.52,0.5,0.83,0.1642,9,5,1,331.0
11724,2,0,1,2,0.64,0.6061,0.69,0.2836,17,5,1,779.0
1332,1,0,1,3,0.44,0.4394,0.88,0.6119,19,2,0,131.0
15523,4,0,0,1,0.4,0.4091,0.71,0.2537,0,10,1,112.0
2876,2,0,1,1,0.42,0.4242,0.67,0.2537,18,5,0,410.0
9246,1,0,1,1,0.28,0.3182,0.75,0.0,4,1,1,2.0
8486,1,0,0,1,0.22,0.2424,0.8,0.1045,7,12,0,23.0
1077,1,0,1,1,0.6,0.6061,0.28,0.2537,15,2,0,81.0
10059,1,0,1,1,0.26,0.2879,0.75,0.0896,5,2,1,33.0
8554,1,0,1,1,0.32,0.2879,0.57,0.3582,5,12,0,10.0
7039,4,0,1,1,0.46,0.4545,0.67,0.194,22,10,0,143.0
14806,3,0,1,1,0.54,0.5152,0.77,0.0,3,9,1,16.0
8482,1,0,0,1,0.22,0.2576,0.75,0.0896,2,12,0,21.0
1183,1,0,1,2,0.12,0.1212,0.8,0.2537,8,2,0,216.0
13702,3,0,1,1,0.66,0.6061,0.83,0.0,3,7,1,3.0
12524,2,0,1,1,0.66,0.6212,0.74,0.1642,1,6,1,26.0
3060,2,0,1,2,0.54,0.5152,0.68,0.2239,10,5,0,131.0
3859,2,0,1,3,0.64,0.6212,0.5,0.2836,17,6,0,594.0
10313,1,0,0,1,0.34,0.3636,0.25,0.0,19,3,1,143.0
9515,1,0,1,1,0.22,0.2424,0.75,0.1045,10,2,1,85.0
7203,4,0,1,1,0.42,0.4242,0.58,0.1045,18,11,0,408.0
15091,4,0,1,1,0.58,0.5455,0.64,0.2985,0,9,1,36.0
5265,3,0,1,1,0.64,0.6212,0.44,0.1642,7,8,0,344.0
16030,4,0,1,1,0.38,0.3939,0.4,0.2836,15,11,1,240.0
6095,3,0,1,2,0.54,0.5152,0.42,0.0,13,9,0,218.0
14622,3,0,1,3,0.7,0.6667,0.84,0.1642,11,9,1,252.0
